Date,Season,League,HomeTeam,AwayTeam,FTHG,FTAG,HomeRating_Before,AwayRating_Before,HomeRating_After,AwayRating_After,Expected_Home_Win,Rating_Change_Home,Rating_Change_Away
2022-08-28,2223,premier_league,Nott'm Forest,Tottenham,0,2,1494.24,1647.32,1472.09,1658.4,0.369,-22.15,11.07
2022-08-30,2223,premier_league,Crystal Palace,Brentford,1,1,1500.25,1468.63,1497.67,1471.21,0.629,-2.58,2.58
2022-08-30,2223,premier_league,Fulham,Brighton,2,1,1386.91,1546.35,1399.7,1533.56,0.361,12.79,-12.79
2022-08-30,2223,premier_league,Southampton,Chelsea,2,1,1393.61,1622.33,1408.12,1607.82,0.275,14.51,-14.51
2022-08-30,2223,premier_league,Leeds,Everton,1,1,1469.77,1419.41,1466.7,1422.48,0.654,-3.07,3.07
2022-08-31,2223,premier_league,Liverpool,Newcastle,2,1,1753.15,1523.05,1756.31,1519.88,0.842,3.17,-3.17
2022-08-31,2223,premier_league,West Ham,Tottenham,1,1,1517.39,1658.4,1519.68,1656.11,0.385,2.29,-2.29
2022-08-31,2223,premier_league,Man City,Nott'm Forest,6,0,1814.59,1472.09,1818.4,1464.46,0.91,3.81,-7.63
2022-08-31,2223,premier_league,Bournemouth,Wolves,0,0,1471.26,1435.01,1465.86,1437.72,0.635,-5.4,2.7
2022-08-31,2223,premier_league,Arsenal,Aston Villa,2,1,1641.26,1460.17,1645.25,1456.17,0.8,4.0,-4.0
2022-09-01,2223,premier_league,Leicester,Man United,0,1,1502.52,1555.66,1492.32,1565.86,0.51,-10.2,10.2
2022-09-03,2223,premier_league,Everton,Liverpool,0,0,1422.48,1756.31,1429.05,1749.74,0.171,6.57,-6.57
2022-09-03,2223,premier_league,Brentford,Leeds,5,2,1471.21,1466.7,1485.5,1452.41,0.592,14.29,-14.29
2022-09-03,2223,premier_league,Chelsea,West Ham,2,1,1607.82,1519.68,1613.8,1513.7,0.701,5.98,-5.98
2022-09-03,2223,premier_league,Newcastle,Crystal Palace,0,0,1519.88,1497.67,1517.56,1499.99,0.616,-2.32,2.32
2022-09-03,2223,premier_league,Nott'm Forest,Bournemouth,2,3,1464.46,1465.86,1441.12,1489.2,0.584,-23.34,23.34
2022-09-03,2223,premier_league,Tottenham,Fulham,2,1,1656.11,1399.7,1658.89,1396.91,0.861,2.79,-2.79
2022-09-03,2223,premier_league,Wolves,Southampton,1,0,1437.72,1408.12,1445.19,1400.64,0.626,7.48,-7.48
2022-09-03,2223,premier_league,Aston Villa,Man City,1,1,1456.17,1818.4,1463.19,1811.39,0.149,7.01,-7.01
2022-09-04,2223,premier_league,Man United,Arsenal,3,1,1565.86,1645.25,1581.7,1629.41,0.472,15.84,-15.84
2022-09-04,2223,premier_league,Brighton,Leicester,5,2,1533.56,1492.32,1546.1,1479.78,0.642,12.54,-12.54
2022-09-16,2223,premier_league,Aston Villa,Southampton,1,0,1463.19,1400.64,1469.8,1394.03,0.669,6.61,-6.61
2022-09-16,2223,premier_league,Nott'm Forest,Fulham,2,3,1441.12,1396.91,1415.3,1409.83,0.646,-25.83,12.91
2022-09-17,2223,premier_league,Wolves,Man City,0,3,1445.19,1811.39,1440.07,1816.52,0.146,-5.13,5.13
2022-09-17,2223,premier_league,Newcastle,Bournemouth,1,1,1517.56,1489.2,1515.07,1494.18,0.624,-2.49,4.98
2022-09-17,2223,premier_league,Tottenham,Leicester,6,2,1658.89,1479.78,1666.45,1472.22,0.798,7.56,-7.56
2022-09-18,2223,premier_league,Brentford,Arsenal,0,3,1485.5,1629.41,1472.14,1642.77,0.382,-13.35,13.35
2022-09-18,2223,premier_league,Everton,West Ham,1,0,1429.05,1513.7,1439.76,1502.99,0.465,10.71,-10.71
2022-10-01,2223,premier_league,West Ham,Wolves,2,0,1502.99,1440.07,1512.9,1430.16,0.67,9.9,-9.9
2022-10-01,2223,premier_league,Southampton,Everton,1,2,1394.03,1439.76,1383.62,1450.17,0.521,-10.41,10.41
2022-10-01,2223,premier_league,Liverpool,Brighton,3,3,1749.74,1546.1,1743.34,1552.51,0.82,-6.4,6.4
2022-10-01,2223,premier_league,Fulham,Newcastle,1,4,1409.83,1515.07,1394.59,1530.3,0.435,-15.23,15.23
2022-10-01,2223,premier_league,Crystal Palace,Chelsea,1,2,1499.99,1613.8,1491.53,1622.26,0.423,-8.46,8.46
2022-10-01,2223,premier_league,Bournemouth,Brentford,0,0,1494.18,1472.14,1489.54,1474.46,0.616,-4.64,2.32
2022-10-01,2223,premier_league,Arsenal,Tottenham,3,1,1642.77,1666.45,1656.21,1653.01,0.552,13.44,-13.44
2022-10-02,2223,premier_league,Man City,Man United,6,3,1816.52,1581.7,1821.94,1576.28,0.845,5.42,-5.42
2022-10-02,2223,premier_league,Leeds,Aston Villa,0,0,1452.41,1469.8,1451.19,1471.02,0.561,-1.22,1.22
2022-10-03,2223,premier_league,Leicester,Nott'm Forest,4,0,1472.22,1415.3,1484.89,1389.96,0.662,12.67,-25.34
2022-10-08,2223,premier_league,Bournemouth,Leicester,2,1,1489.54,1484.89,1505.86,1476.73,0.592,16.32,-8.16
2022-10-08,2223,premier_league,Chelsea,Wolves,3,0,1622.26,1430.16,1628.91,1423.52,0.81,6.64,-6.64
2022-10-08,2223,premier_league,Man City,Southampton,4,0,1821.94,1383.62,1823.95,1381.6,0.946,2.01,-2.01
2022-10-08,2223,premier_league,Newcastle,Brentford,5,1,1530.3,1474.46,1543.02,1461.74,0.661,12.72,-12.72
2022-10-08,2223,premier_league,Brighton,Tottenham,0,1,1552.51,1653.01,1543.67,1661.85,0.442,-8.84,8.84
2022-10-09,2223,premier_league,Everton,Man United,1,2,1450.17,1576.28,1442.05,1584.4,0.406,-8.12,8.12
2022-10-09,2223,premier_league,Arsenal,Liverpool,3,2,1656.21,1743.34,1666.98,1732.56,0.461,10.78,-10.78
2022-10-09,2223,premier_league,Crystal Palace,Leeds,2,1,1491.53,1451.19,1498.72,1444.0,0.641,7.19,-7.19
2022-10-09,2223,premier_league,West Ham,Fulham,3,1,1512.9,1394.59,1520.81,1386.68,0.736,7.91,-7.91
2022-10-10,2223,premier_league,Nott'm Forest,Aston Villa,1,1,1389.96,1471.02,1391.17,1470.41,0.47,1.21,-0.61
2022-10-14,2223,premier_league,Brentford,Brighton,2,0,1461.74,1543.67,1477.69,1527.72,0.468,15.95,-15.95
2022-10-15,2223,premier_league,Leicester,Crystal Palace,0,0,1476.73,1498.72,1475.64,1499.81,0.554,-1.09,1.09
2022-10-15,2223,premier_league,Fulham,Bournemouth,2,2,1386.68,1505.86,1388.37,1502.49,0.416,1.69,-3.37
2022-10-15,2223,premier_league,Wolves,Nott'm Forest,1,0,1423.52,1391.17,1430.92,1376.37,0.63,7.4,-14.81
2022-10-15,2223,premier_league,Tottenham,Everton,2,0,1661.85,1442.05,1666.85,1437.06,0.834,4.99,-4.99
2022-10-16,2223,premier_league,Liverpool,Man City,1,0,1732.56,1823.95,1743.46,1813.05,0.455,10.9,-10.9
2022-10-16,2223,premier_league,Man United,Newcastle,0,0,1584.4,1543.02,1581.56,1545.86,0.642,-2.84,2.84
2022-10-16,2223,premier_league,Southampton,West Ham,1,1,1381.6,1520.81,1383.84,1518.57,0.388,2.24,-2.24
2022-10-16,2223,premier_league,Aston Villa,Chelsea,0,2,1470.41,1628.91,1459.55,1639.77,0.362,-10.86,10.86
2022-10-16,2223,premier_league,Leeds,Arsenal,0,1,1444.0,1666.98,1438.38,1672.61,0.281,-5.63,5.63
2022-10-18,2223,premier_league,Brighton,Nott'm Forest,0,0,1527.72,1376.37,1522.29,1387.23,0.771,-5.43,10.86
2022-10-18,2223,premier_league,Crystal Palace,Wolves,2,1,1499.81,1430.92,1506.26,1424.47,0.677,6.45,-6.45
2022-10-19,2223,premier_league,Bournemouth,Southampton,0,1,1502.49,1383.84,1473.02,1398.58,0.737,-29.46,14.73
2022-10-19,2223,premier_league,Brentford,Chelsea,0,0,1477.69,1639.77,1480.54,1636.91,0.357,2.86,-2.86
2022-10-19,2223,premier_league,Liverpool,West Ham,1,0,1743.46,1518.57,1746.71,1515.32,0.838,3.25,-3.25
2022-10-19,2223,premier_league,Newcastle,Everton,1,0,1545.86,1437.06,1551.35,1431.57,0.725,5.49,-5.49
2022-10-19,2223,premier_league,Man United,Tottenham,2,0,1581.56,1666.85,1597.65,1650.76,0.464,16.09,-16.09
2022-10-20,2223,premier_league,Fulham,Aston Villa,3,0,1388.37,1459.55,1406.43,1441.49,0.484,18.06,-18.06
2022-10-20,2223,premier_league,Leicester,Leeds,2,0,1475.64,1438.38,1486.55,1427.47,0.636,10.91,-10.91
2022-10-22,2223,premier_league,Chelsea,Man United,1,1,1636.91,1597.65,1634.13,1600.43,0.639,-2.78,2.78
2022-10-22,2223,premier_league,Man City,Brighton,3,1,1813.05,1522.29,1816.57,1518.78,0.883,3.52,-3.52
2022-10-22,2223,premier_league,Everton,Crystal Palace,3,0,1431.57,1506.26,1449.81,1488.02,0.479,18.24,-18.24
2022-10-22,2223,premier_league,Nott'm Forest,Liverpool,1,0,1387.23,1746.71,1421.17,1729.74,0.151,33.95,-16.97
2022-10-23,2223,premier_league,Wolves,Leicester,0,4,1424.47,1486.55,1405.83,1505.19,0.497,-18.64,18.64
2022-10-23,2223,premier_league,Aston Villa,Brentford,4,0,1441.49,1480.54,1459.11,1462.92,0.53,17.62,-17.62
2022-10-23,2223,premier_league,Leeds,Fulham,2,3,1427.47,1406.43,1415.18,1418.72,0.615,-12.29,12.29
2022-10-23,2223,premier_league,Southampton,Arsenal,1,1,1398.58,1672.61,1404.06,1667.13,0.226,5.48,-5.48
2022-10-23,2223,premier_league,Tottenham,Newcastle,1,2,1650.76,1551.35,1636.47,1565.64,0.715,-14.29,14.29
2022-10-24,2223,premier_league,West Ham,Bournemouth,2,0,1515.32,1473.02,1526.03,1451.61,0.643,10.71,-21.41
2022-10-29,2223,premier_league,Newcastle,Aston Villa,4,0,1565.64,1459.11,1576.04,1448.72,0.723,10.39,-10.39
2022-10-29,2223,premier_league,Fulham,Everton,0,0,1418.72,1449.81,1417.89,1450.64,0.542,-0.83,0.83
2022-10-29,2223,premier_league,Liverpool,Leeds,1,2,1729.74,1415.18,1711.81,1433.1,0.896,-17.92,17.92
2022-10-29,2223,premier_league,Crystal Palace,Southampton,1,0,1488.02,1404.06,1494.1,1397.98,0.696,6.08,-6.08
2022-10-29,2223,premier_league,Leicester,Man City,0,1,1505.19,1816.57,1501.38,1820.37,0.19,-3.81,3.81
2022-10-29,2223,premier_league,Brentford,Wolves,1,1,1462.92,1405.83,1459.68,1409.08,0.662,-3.25,3.25
2022-10-29,2223,premier_league,Bournemouth,Tottenham,2,3,1451.61,1636.47,1438.5,1643.02,0.328,-13.11,6.55
2022-10-29,2223,premier_league,Brighton,Chelsea,4,1,1518.78,1634.13,1539.04,1613.86,0.421,20.26,-20.26
2022-10-30,2223,premier_league,Arsenal,Nott'm Forest,5,0,1667.13,1421.17,1672.99,1409.44,0.853,5.87,-11.73
2022-10-30,2223,premier_league,Man United,West Ham,1,0,1600.43,1526.03,1606.74,1519.71,0.684,6.31,-6.31
2022-11-05,2223,premier_league,Leeds,Bournemouth,4,3,1433.1,1438.5,1441.55,1421.62,0.578,8.44,-16.88
2022-11-05,2223,premier_league,Man City,Fulham,2,1,1820.37,1417.89,1821.68,1416.58,0.935,1.3,-1.3
2022-11-05,2223,premier_league,Nott'm Forest,Brentford,2,2,1409.44,1459.68,1408.88,1459.96,0.514,-0.56,0.28
2022-11-05,2223,premier_league,Wolves,Brighton,2,3,1409.08,1539.04,1401.07,1547.05,0.401,-8.01,8.01
2022-11-05,2223,premier_league,Everton,Leicester,0,2,1450.64,1501.38,1435.24,1516.78,0.513,-15.4,15.4
2022-11-06,2223,premier_league,West Ham,Crystal Palace,1,2,1519.71,1494.1,1507.3,1506.51,0.621,-12.42,12.42
2022-11-06,2223,premier_league,Chelsea,Arsenal,0,1,1613.86,1672.99,1603.84,1683.02,0.501,-10.03,10.03
2022-11-06,2223,premier_league,Aston Villa,Man United,3,1,1448.72,1606.74,1467.84,1587.62,0.363,19.12,-19.12
2022-11-06,2223,premier_league,Southampton,Newcastle,1,4,1397.98,1576.04,1386.21,1587.81,0.336,-11.77,11.77
2022-11-06,2223,premier_league,Tottenham,Liverpool,1,2,1643.02,1711.81,1633.27,1721.56,0.487,-9.75,9.75
2022-11-12,2223,premier_league,Wolves,Arsenal,0,2,1401.07,1683.02,1394.53,1689.56,0.218,-6.54,6.54
2022-11-12,2223,premier_league,Newcastle,Chelsea,1,0,1587.81,1603.84,1596.55,1595.1,0.563,8.74,-8.74
2022-11-12,2223,premier_league,Tottenham,Leeds,4,3,1633.27,1441.55,1637.08,1437.74,0.81,3.8,-3.8
2022-11-12,2223,premier_league,West Ham,Leicester,0,2,1507.3,1516.78,1490.13,1533.94,0.572,-17.17,17.17
2022-11-12,2223,premier_league,Liverpool,Southampton,3,1,1721.56,1386.21,1724.35,1383.41,0.907,2.79,-2.79
2022-11-12,2223,premier_league,Man City,Brentford,1,2,1821.68,1459.96,1803.3,1478.33,0.919,-18.38,18.38
2022-11-12,2223,premier_league,Nott'm Forest,Crystal Palace,1,0,1408.88,1506.51,1431.04,1495.44,0.446,22.16,-11.08
2022-11-12,2223,premier_league,Bournemouth,Everton,3,0,1421.62,1435.24,1451.98,1420.06,0.566,30.36,-15.18
2022-11-13,2223,premier_league,Brighton,Aston Villa,1,2,1547.05,1467.84,1533.25,1481.65,0.69,-13.81,13.81
2022-11-13,2223,premier_league,Fulham,Man United,1,2,1416.58,1587.62,1409.68,1594.53,0.345,-6.91,6.91
2022-12-26,2223,premier_league,Arsenal,West Ham,3,1,1689.56,1490.13,1695.06,1484.63,0.817,5.5,-5.5
2022-12-26,2223,premier_league,Brentford,Tottenham,2,2,1478.33,1637.08,1481.1,1634.31,0.362,2.77,-2.77
2022-12-26,2223,premier_league,Crystal Palace,Fulham,0,3,1495.44,1409.68,1471.0,1434.12,0.698,-24.44,24.44
2022-12-26,2223,premier_league,Everton,Wolves,1,2,1420.06,1394.53,1407.65,1406.94,0.621,-12.41,12.41
2022-12-26,2223,premier_league,Leicester,Newcastle,0,3,1533.94,1596.55,1516.57,1613.92,0.496,-17.37,17.37
2022-12-26,2223,premier_league,Southampton,Brighton,1,3,1383.41,1533.25,1372.21,1544.45,0.374,-11.21,11.21
2022-12-26,2223,premier_league,Aston Villa,Liverpool,1,3,1481.65,1724.35,1473.88,1732.12,0.259,-7.77,7.77
2022-12-27,2223,premier_league,Man United,Nott'm Forest,3,0,1594.53,1431.04,1602.11,1415.89,0.784,7.58,-15.15
2022-12-27,2223,premier_league,Chelsea,Bournemouth,2,0,1595.1,1451.98,1602.21,1437.76,0.763,7.11,-14.22
2022-12-28,2223,premier_league,Leeds,Man City,1,3,1437.74,1803.3,1433.33,1807.71,0.147,-4.41,4.41
2022-12-30,2223,premier_league,West Ham,Brentford,0,2,1484.63,1481.1,1466.92,1498.81,0.59,-17.71,17.71
2022-12-30,2223,premier_league,Liverpool,Leicester,2,1,1732.12,1516.57,1735.52,1513.18,0.83,3.4,-3.4
2022-12-31,2223,premier_league,Wolves,Man United,0,1,1406.94,1602.11,1400.65,1608.4,0.315,-6.29,6.29
2022-12-31,2223,premier_league,Bournemouth,Crystal Palace,0,2,1437.76,1471.0,1405.45,1487.15,0.538,-32.31,16.15
2022-12-31,2223,premier_league,Fulham,Southampton,2,1,1434.12,1372.21,1440.74,1365.58,0.669,6.63,-6.63
2022-12-31,2223,premier_league,Man City,Everton,1,1,1807.71,1407.65,1799.03,1416.33,0.934,-8.68,8.68
2022-12-31,2223,premier_league,Newcastle,Leeds,0,0,1613.92,1433.33,1607.92,1439.33,0.8,-6.0,6.0
2022-12-31,2223,premier_league,Brighton,Arsenal,2,4,1544.45,1695.06,1533.28,1706.23,0.372,-11.17,11.17
2023-01-01,2223,premier_league,Nott'm Forest,Chelsea,1,1,1415.89,1602.21,1422.85,1598.72,0.326,6.97,-3.48
2023-01-01,2223,premier_league,Tottenham,Aston Villa,0,2,1634.31,1473.88,1610.89,1497.3,0.781,-23.42,23.42
2023-01-02,2223,premier_league,Brentford,Liverpool,3,1,1498.81,1735.52,1520.85,1713.48,0.266,22.03,-22.03
2023-01-03,2223,premier_league,Arsenal,Newcastle,0,0,1706.23,1607.92,1701.97,1612.19,0.713,-4.27,4.27
2023-01-03,2223,premier_league,Everton,Brighton,1,4,1416.33,1533.28,1401.67,1547.94,0.419,-14.66,14.66
2023-01-03,2223,premier_league,Leicester,Fulham,0,1,1513.18,1440.74,1499.54,1454.38,0.682,-13.64,13.64
2023-01-03,2223,premier_league,Man United,Bournemouth,3,0,1608.4,1405.45,1614.71,1392.82,0.82,6.31,-12.63
2023-01-04,2223,premier_league,Southampton,Nott'm Forest,0,1,1365.58,1422.85,1355.5,1443.01,0.504,-10.08,20.16
2023-01-04,2223,premier_league,Leeds,West Ham,2,2,1439.33,1466.92,1438.4,1467.85,0.547,-0.93,0.93
2023-01-04,2223,premier_league,Aston Villa,Wolves,1,1,1497.3,1400.65,1493.07,1404.87,0.711,-4.23,4.23
2023-01-04,2223,premier_league,Crystal Palace,Tottenham,0,4,1487.15,1610.89,1471.8,1626.24,0.409,-15.35,15.35
2023-01-05,2223,premier_league,Chelsea,Man City,0,1,1598.72,1799.03,1592.56,1805.2,0.308,-6.17,6.17
2023-01-12,2223,premier_league,Fulham,Chelsea,2,1,1454.38,1592.56,1466.59,1580.34,0.389,12.21,-12.21
2023-01-13,2223,premier_league,Aston Villa,Leeds,2,1,1493.07,1438.4,1499.89,1431.59,0.659,6.81,-6.81
2023-01-14,2223,premier_league,Man United,Man City,2,1,1614.71,1805.2,1628.3,1791.61,0.321,13.59,-13.59
2023-01-14,2223,premier_league,Brighton,Liverpool,3,0,1547.94,1713.48,1570.59,1690.83,0.353,22.66,-22.66
2023-01-14,2223,premier_league,Everton,Southampton,1,2,1401.67,1355.5,1388.7,1368.47,0.648,-12.96,12.96
2023-01-14,2223,premier_league,Nott'm Forest,Leicester,2,0,1443.01,1499.54,1472.71,1484.69,0.505,29.7,-14.85
2023-01-14,2223,premier_league,Wolves,West Ham,1,0,1404.87,1467.85,1414.96,1457.76,0.496,10.09,-10.09
2023-01-14,2223,premier_league,Brentford,Bournemouth,2,0,1520.85,1392.82,1528.44,1377.64,0.747,7.59,-15.18
2023-01-15,2223,premier_league,Chelsea,Crystal Palace,1,0,1580.34,1471.8,1585.84,1466.3,0.725,5.5,-5.5
2023-01-15,2223,premier_league,Newcastle,Fulham,1,0,1612.19,1466.59,1616.88,1461.91,0.766,4.69,-4.69
2023-01-15,2223,premier_league,Tottenham,Arsenal,0,2,1626.24,1701.97,1611.92,1716.29,0.477,-14.32,14.32
2023-01-18,2223,premier_league,Crystal Palace,Man United,1,1,1466.3,1628.3,1469.16,1625.45,0.357,2.85,-2.85
2023-01-19,2223,premier_league,Man City,Tottenham,4,2,1791.61,1611.92,1797.64,1605.89,0.799,6.03,-6.03
2023-01-21,2223,premier_league,West Ham,Everton,2,0,1457.76,1388.7,1467.43,1379.03,0.678,9.67,-9.67
2023-01-21,2223,premier_league,Crystal Palace,Newcastle,0,0,1469.16,1616.88,1471.63,1614.4,0.376,2.47,-2.47
2023-01-21,2223,premier_league,Southampton,Aston Villa,0,1,1368.47,1499.89,1360.49,1507.86,0.399,-7.97,7.97
2023-01-21,2223,premier_league,Liverpool,Chelsea,0,0,1690.83,1585.84,1686.4,1590.26,0.721,-4.42,4.42
2023-01-21,2223,premier_league,Bournemouth,Nott'm Forest,1,1,1377.64,1472.71,1379.65,1470.7,0.45,2.01,-2.01
2023-01-21,2223,premier_league,Leicester,Brighton,2,2,1484.69,1570.59,1485.43,1569.85,0.463,0.74,-0.74
2023-01-22,2223,premier_league,Leeds,Brentford,0,0,1431.59,1528.44,1432.64,1527.38,0.447,1.06,-1.06
2023-01-22,2223,premier_league,Man City,Wolves,3,0,1797.64,1414.96,1800.18,1412.42,0.927,2.54,-2.54
2023-01-22,2223,premier_league,Arsenal,Man United,3,2,1716.29,1625.45,1722.2,1619.54,0.704,5.91,-5.91
2023-01-23,2223,premier_league,Fulham,Tottenham,0,1,1461.91,1605.89,1454.28,1613.52,0.381,-7.63,7.63
2023-02-03,2223,premier_league,Chelsea,Fulham,0,0,1590.26,1454.28,1585.15,1459.39,0.756,-5.11,5.11
2023-02-04,2223,premier_league,Newcastle,West Ham,1,1,1614.4,1467.43,1609.06,1472.77,0.767,-5.34,5.34
2023-02-04,2223,premier_league,Wolves,Liverpool,3,0,1412.42,1686.4,1439.51,1659.31,0.226,27.09,-27.09
2023-02-04,2223,premier_league,Brighton,Bournemouth,1,0,1569.85,1379.65,1573.68,1371.99,0.808,3.83,-7.66
2023-02-04,2223,premier_league,Man United,Crystal Palace,2,1,1619.54,1471.63,1624.18,1466.99,0.768,4.64,-4.64
2023-02-04,2223,premier_league,Aston Villa,Leicester,2,4,1507.86,1485.43,1489.36,1503.93,0.616,-18.49,18.49
2023-02-04,2223,premier_league,Everton,Arsenal,1,0,1379.03,1722.2,1395.76,1705.48,0.164,16.72,-16.72
2023-02-04,2223,premier_league,Brentford,Southampton,3,0,1527.38,1360.49,1534.84,1353.03,0.787,7.46,-7.46
2023-02-05,2223,premier_league,Nott'm Forest,Leeds,1,0,1470.7,1432.64,1485.2,1425.39,0.637,14.5,-7.25
2023-02-05,2223,premier_league,Tottenham,Man City,1,0,1613.52,1800.18,1627.01,1786.69,0.325,13.49,-13.49
2023-02-08,2223,premier_league,Man United,Leeds,2,2,1624.18,1425.39,1617.86,1431.71,0.816,-6.32,6.32
2023-02-11,2223,premier_league,Southampton,Wolves,1,2,1353.03,1439.51,1343.79,1448.75,0.462,-9.24,9.24
2023-02-11,2223,premier_league,West Ham,Chelsea,1,1,1472.77,1585.15,1474.27,1583.65,0.425,1.5,-1.5
2023-02-11,2223,premier_league,Arsenal,Brentford,1,1,1705.48,1534.84,1699.67,1540.65,0.79,-5.81,5.81
2023-02-11,2223,premier_league,Crystal Palace,Brighton,1,1,1466.99,1573.68,1468.33,1572.34,0.433,1.34,-1.34
2023-02-11,2223,premier_league,Fulham,Nott'm Forest,2,0,1459.39,1485.2,1472.92,1458.14,0.549,13.53,-27.06
2023-02-11,2223,premier_league,Leicester,Tottenham,4,1,1503.93,1627.01,1524.57,1606.37,0.41,20.64,-20.64
2023-02-11,2223,premier_league,Bournemouth,Newcastle,1,1,1371.99,1609.06,1381.38,1604.37,0.265,9.39,-4.7
2023-02-12,2223,premier_league,Man City,Aston Villa,3,1,1786.69,1489.36,1790.09,1485.96,0.887,3.4,-3.4
2023-02-12,2223,premier_league,Leeds,Man United,0,2,1431.71,1617.86,1421.93,1627.64,0.326,-9.78,9.78
2023-02-13,2223,premier_league,Liverpool,Everton,2,0,1659.31,1395.76,1663.34,1391.72,0.866,4.03,-4.03
2023-02-15,2223,premier_league,Arsenal,Man City,1,3,1699.67,1790.09,1685.98,1803.78,0.456,-13.69,13.69
2023-02-18,2223,premier_league,Aston Villa,Arsenal,2,4,1485.96,1685.98,1476.7,1695.24,0.309,-9.26,9.26
2023-02-18,2223,premier_league,Brentford,Crystal Palace,1,1,1540.65,1468.33,1537.02,1471.96,0.682,-3.63,3.63
2023-02-18,2223,premier_league,Brighton,Fulham,0,1,1572.34,1472.92,1558.05,1487.21,0.715,-14.29,14.29
2023-02-18,2223,premier_league,Chelsea,Southampton,0,1,1583.65,1343.79,1566.68,1360.77,0.849,-16.98,16.98
2023-02-18,2223,premier_league,Everton,Leeds,1,0,1391.72,1421.93,1400.87,1412.79,0.543,9.14,-9.14
2023-02-18,2223,premier_league,Nott'm Forest,Man City,1,1,1458.14,1803.78,1471.67,1797.02,0.162,13.52,-6.76
2023-02-18,2223,premier_league,Wolves,Bournemouth,0,1,1448.75,1381.38,1435.24,1408.4,0.676,-13.51,27.02
2023-02-18,2223,premier_league,Newcastle,Liverpool,0,2,1604.37,1663.34,1589.32,1678.39,0.501,-15.04,15.04
2023-02-19,2223,premier_league,Tottenham,West Ham,2,0,1606.37,1474.27,1613.82,1466.81,0.751,7.46,-7.46
2023-02-19,2223,premier_league,Man United,Leicester,3,0,1627.64,1524.57,1637.48,1514.73,0.719,9.84,-9.84
2023-02-24,2223,premier_league,Fulham,Wolves,1,1,1487.21,1435.24,1484.09,1438.36,0.656,-3.12,3.12
2023-02-25,2223,premier_league,Everton,Aston Villa,0,2,1400.87,1476.7,1386.55,1491.02,0.477,-14.32,14.32
2023-02-25,2223,premier_league,Leeds,Southampton,1,0,1412.79,1360.77,1419.67,1353.89,0.656,6.88,-6.88
2023-02-25,2223,premier_league,Leicester,Arsenal,0,1,1514.73,1695.24,1508.06,1701.9,0.333,-6.66,6.66
2023-02-25,2223,premier_league,West Ham,Nott'm Forest,4,0,1466.81,1471.67,1482.61,1440.07,0.579,15.8,-31.6
2023-02-25,2223,premier_league,Bournemouth,Man City,1,4,1408.4,1797.02,1399.23,1801.6,0.131,-9.17,4.59
2023-02-25,2223,premier_league,Crystal Palace,Liverpool,0,0,1471.96,1678.39,1475.94,1674.4,0.301,3.98,-3.98
2023-02-26,2223,premier_league,Tottenham,Chelsea,2,0,1613.82,1566.68,1624.34,1556.16,0.649,10.52,-10.52
2023-03-01,2223,premier_league,Arsenal,Everton,4,0,1701.9,1386.55,1705.78,1382.68,0.897,3.88,-3.88
2023-03-01,2223,premier_league,Liverpool,Wolves,2,0,1674.4,1438.36,1679.02,1433.74,0.846,4.62,-4.62
2023-03-04,2223,premier_league,Wolves,Tottenham,1,0,1433.74,1624.34,1447.33,1610.75,0.32,13.59,-13.59
2023-03-04,2223,premier_league,Southampton,Leicester,1,0,1353.89,1508.06,1366.53,1495.42,0.368,12.65,-12.65
2023-03-04,2223,premier_league,Chelsea,Leeds,1,0,1556.16,1419.67,1561.04,1414.79,0.756,4.88,-4.88
2023-03-04,2223,premier_league,Man City,Newcastle,2,0,1801.6,1589.32,1806.78,1584.15,0.827,5.18,-5.18
2023-03-04,2223,premier_league,Aston Villa,Crystal Palace,1,0,1491.02,1475.94,1498.89,1468.07,0.606,7.87,-7.87
2023-03-04,2223,premier_league,Arsenal,Bournemouth,3,2,1705.78,1399.23,1707.94,1394.91,0.892,2.16,-4.33
2023-03-04,2223,premier_league,Brighton,West Ham,4,0,1558.05,1482.61,1569.84,1470.82,0.686,11.79,-11.79
2023-03-05,2223,premier_league,Nott'm Forest,Everton,2,2,1440.07,1382.68,1433.56,1385.93,0.663,-6.51,3.26
2023-03-05,2223,premier_league,Liverpool,Man United,7,0,1679.02,1637.48,1695.13,1621.37,0.642,16.11,-16.11
2023-03-06,2223,premier_league,Brentford,Fulham,3,2,1537.02,1484.09,1543.88,1477.23,0.657,6.86,-6.86
2023-03-11,2223,premier_league,Crystal Palace,Man City,0,1,1468.07,1806.78,1464.72,1810.13,0.167,-3.35,3.35
2023-03-11,2223,premier_league,Leicester,Chelsea,1,3,1495.42,1561.04,1480.66,1575.8,0.492,-14.76,14.76
2023-03-11,2223,premier_league,Tottenham,Nott'm Forest,3,1,1610.75,1433.56,1616.85,1421.35,0.797,6.1,-12.2
2023-03-11,2223,premier_league,Everton,Brentford,1,0,1385.93,1543.88,1398.68,1531.13,0.363,12.75,-12.75
2023-03-11,2223,premier_league,Bournemouth,Liverpool,1,0,1394.91,1695.13,1426.88,1679.14,0.201,31.98,-15.99
2023-03-11,2223,premier_league,Leeds,Brighton,2,2,1414.79,1569.84,1417.46,1567.17,0.367,2.67,-2.67
2023-03-12,2223,premier_league,Fulham,Arsenal,0,3,1477.23,1707.94,1467.7,1717.47,0.272,-9.53,9.53
