Date,Season,League,HomeTeam,AwayTeam,FTHG,FTAG,HomeRating_Before,AwayRating_Before,HomeRating_After,AwayRating_After,Expected_Home_Win,Rating_Change_Home,Rating_Change_Away
2020-09-19,2021,serie_a,Fiorentina,Torino,1,0,1500.0,1500.0,1516.58,1483.42,0.585,16.58,-16.58
2020-09-19,2021,serie_a,Verona,Roma,0,0,1500.0,1500.0,1496.58,1503.42,0.585,-3.42,3.42
2020-09-20,2021,serie_a,Parma,Napoli,0,2,1500.0,1500.0,1464.87,1535.13,0.585,-35.13,35.13
2020-09-20,2021,serie_a,Genoa,Crotone,4,1,1500.0,1500.0,1529.02,1470.98,0.585,29.02,-29.02
2020-09-20,2021,serie_a,Sassuolo,Cagliari,1,1,1500.0,1500.0,1496.58,1503.42,0.585,-3.42,3.42
2020-09-20,2021,serie_a,Juventus,Sampdoria,3,0,1500.0,1500.0,1529.02,1470.98,0.585,29.02,-29.02
2020-09-21,2021,serie_a,Milan,Bologna,2,0,1500.0,1500.0,1524.87,1475.13,0.585,24.87,-24.87
2020-09-26,2021,serie_a,Sampdoria,Benevento,2,3,1470.98,1500.0,1449.21,1521.78,0.544,-21.78,21.78
2020-09-26,2021,serie_a,Inter,Fiorentina,4,3,1500.0,1516.58,1517.51,1499.07,0.562,17.51,-17.51
2020-09-26,2021,serie_a,Torino,Atalanta,2,4,1483.42,1500.0,1449.69,1533.73,0.562,-33.73,33.73
2020-09-26,2021,serie_a,Cagliari,Lazio,0,2,1503.42,1500.0,1468.0,1535.42,0.59,-35.42,35.42
2020-09-27,2021,serie_a,Spezia,Sassuolo,1,4,1500.0,1496.58,1458.68,1537.9,0.59,-41.32,41.32
2020-09-27,2021,serie_a,Napoli,Genoa,6,0,1535.13,1529.02,1569.64,1494.51,0.594,34.51,-34.51
2020-09-27,2021,serie_a,Verona,Udinese,1,0,1496.58,1500.0,1513.35,1483.23,0.581,16.77,-16.77
2020-09-27,2021,serie_a,Crotone,Milan,0,2,1470.98,1524.87,1440.46,1555.4,0.509,-30.53,30.53
2020-09-27,2021,serie_a,Roma,Juventus,2,2,1503.42,1529.02,1501.45,1530.99,0.549,-1.97,1.97
2020-09-28,2021,serie_a,Bologna,Parma,4,1,1475.13,1464.87,1503.15,1436.85,0.6,28.02,-28.02
2020-09-30,2021,serie_a,Benevento,Inter,2,5,1521.78,1517.51,1480.38,1558.91,0.591,-41.4,41.4
2020-09-30,2021,serie_a,Udinese,Spezia,0,2,1483.23,1458.68,1446.07,1495.84,0.619,-37.16,37.16
2020-09-30,2021,serie_a,Lazio,Atalanta,1,4,1535.42,1533.73,1494.27,1574.88,0.588,-41.15,41.15
2020-10-02,2021,serie_a,Fiorentina,Sampdoria,1,2,1499.07,1449.21,1472.95,1475.33,0.653,-26.12,26.12
2020-10-03,2021,serie_a,Udinese,Roma,0,1,1446.07,1501.45,1425.8,1521.71,0.507,-20.27,20.27
2020-10-03,2021,serie_a,Sassuolo,Crotone,4,1,1537.9,1440.46,1558.04,1420.31,0.712,20.14,-20.14
2020-10-04,2021,serie_a,Atalanta,Cagliari,5,2,1574.88,1468.0,1594.25,1448.63,0.723,19.37,-19.37
2020-10-04,2021,serie_a,Benevento,Bologna,1,0,1480.38,1503.15,1498.24,1485.28,0.553,17.86,-17.86
2020-10-04,2021,serie_a,Lazio,Inter,1,1,1494.27,1558.91,1494.53,1558.65,0.493,0.27,-0.27
2020-10-04,2021,serie_a,Parma,Verona,1,0,1436.85,1513.35,1457.8,1492.4,0.476,20.95,-20.95
2020-10-04,2021,serie_a,Milan,Spezia,3,0,1555.4,1495.84,1578.81,1472.43,0.666,23.41,-23.41
2020-10-17,2021,serie_a,Napoli,Atalanta,4,1,1569.64,1594.25,1601.09,1562.8,0.551,31.45,-31.45
2020-10-17,2021,serie_a,Inter,Milan,1,2,1558.65,1578.81,1536.36,1601.09,0.557,-22.28,22.28
2020-10-17,2021,serie_a,Sampdoria,Lazio,3,0,1475.33,1494.53,1506.24,1463.62,0.558,30.91,-30.91
2020-10-17,2021,serie_a,Crotone,Juventus,1,1,1420.31,1530.99,1423.21,1528.09,0.428,2.9,-2.9
2020-10-18,2021,serie_a,Roma,Benevento,5,2,1521.71,1498.24,1548.46,1471.49,0.618,26.75,-26.75
2020-10-18,2021,serie_a,Udinese,Parma,3,2,1425.8,1457.8,1444.19,1439.41,0.54,18.39,-18.39
2020-10-18,2021,serie_a,Spezia,Fiorentina,2,2,1472.43,1472.95,1469.04,1476.34,0.585,-3.39,3.39
2020-10-18,2021,serie_a,Bologna,Sassuolo,3,4,1485.28,1558.04,1466.02,1577.31,0.482,-19.27,19.27
2020-10-18,2021,serie_a,Torino,Cagliari,2,3,1449.69,1448.63,1426.21,1472.11,0.587,-23.48,23.48
2020-10-19,2021,serie_a,Verona,Genoa,0,0,1492.4,1494.51,1489.1,1497.81,0.583,-3.3,3.3
2020-10-23,2021,serie_a,Sassuolo,Torino,3,3,1577.31,1426.21,1566.46,1437.06,0.771,-10.85,10.85
2020-10-24,2021,serie_a,Atalanta,Sampdoria,1,3,1562.8,1506.24,1523.1,1545.94,0.662,-39.7,39.7
2020-10-24,2021,serie_a,Genoa,Inter,0,2,1497.81,1536.36,1465.96,1568.21,0.531,-31.85,31.85
2020-10-24,2021,serie_a,Lazio,Bologna,2,1,1463.62,1466.02,1480.34,1449.3,0.582,16.71,-16.71
2020-10-25,2021,serie_a,Fiorentina,Udinese,3,2,1476.34,1444.19,1491.15,1429.38,0.63,14.82,-14.82
2020-10-25,2021,serie_a,Parma,Spezia,2,2,1439.41,1469.04,1437.67,1470.78,0.544,-1.74,1.74
2020-10-25,2021,serie_a,Juventus,Verona,1,1,1528.09,1489.1,1522.54,1494.65,0.639,-5.55,5.55
2020-10-25,2021,serie_a,Cagliari,Crotone,4,2,1472.11,1423.21,1493.0,1402.32,0.652,20.89,-20.89
2020-10-25,2021,serie_a,Benevento,Napoli,1,2,1471.49,1601.09,1455.45,1617.13,0.401,-16.05,16.05
2020-10-26,2021,serie_a,Milan,Roma,3,3,1601.09,1548.46,1594.83,1554.73,0.657,-6.27,6.27
2020-10-31,2021,serie_a,Crotone,Atalanta,1,2,1402.32,1523.1,1385.78,1539.64,0.413,-16.54,16.54
2020-10-31,2021,serie_a,Inter,Parma,2,2,1568.21,1437.67,1558.23,1447.65,0.75,-9.99,9.99
2020-10-31,2021,serie_a,Bologna,Cagliari,3,2,1449.3,1493.0,1468.36,1473.94,0.523,19.06,-19.06
2020-11-01,2021,serie_a,Udinese,Milan,1,2,1429.38,1594.83,1415.27,1608.94,0.353,-14.11,14.11
2020-11-01,2021,serie_a,Spezia,Juventus,1,4,1470.78,1522.54,1434.95,1558.37,0.512,-35.83,35.83
2020-11-01,2021,serie_a,Torino,Lazio,3,4,1437.06,1480.34,1416.1,1501.3,0.524,-20.96,20.96
2020-11-01,2021,serie_a,Napoli,Sassuolo,0,2,1617.13,1566.46,1577.89,1605.7,0.654,-39.25,39.25
2020-11-01,2021,serie_a,Roma,Fiorentina,2,0,1554.73,1491.15,1574.49,1471.4,0.671,19.76,-19.76
2020-11-01,2021,serie_a,Sampdoria,Genoa,1,1,1545.94,1465.96,1538.29,1473.61,0.691,-7.65,7.65
2020-11-02,2021,serie_a,Verona,Benevento,3,1,1494.65,1455.45,1516.31,1433.79,0.639,21.66,-21.66
2020-11-04,2021,serie_a,Genoa,Torino,1,2,1473.61,1416.1,1447.09,1442.62,0.663,-26.52,26.52
2020-11-06,2021,serie_a,Sassuolo,Udinese,0,0,1605.7,1415.27,1593.36,1427.62,0.809,-12.35,12.35
2020-11-07,2021,serie_a,Cagliari,Sampdoria,2,0,1473.94,1538.29,1504.32,1507.92,0.494,30.38,-30.38
2020-11-07,2021,serie_a,Benevento,Spezia,0,3,1433.79,1434.95,1392.92,1475.82,0.584,-40.87,40.87
2020-11-07,2021,serie_a,Parma,Fiorentina,0,0,1447.65,1471.4,1445.57,1473.47,0.552,-2.08,2.08
2020-11-08,2021,serie_a,Lazio,Juventus,1,1,1501.3,1558.37,1501.13,1558.54,0.504,-0.17,0.17
2020-11-08,2021,serie_a,Atalanta,Inter,1,1,1539.64,1558.23,1537.26,1560.6,0.559,-2.37,2.37
2020-11-08,2021,serie_a,Genoa,Roma,1,3,1447.09,1574.49,1422.84,1598.74,0.404,-24.25,24.25
2020-11-08,2021,serie_a,Torino,Crotone,0,0,1442.62,1385.78,1436.13,1392.26,0.662,-6.48,6.48
2020-11-08,2021,serie_a,Bologna,Napoli,0,1,1468.36,1577.89,1451.2,1595.06,0.429,-17.17,17.17
2020-11-08,2021,serie_a,Milan,Verona,2,2,1608.94,1516.31,1600.67,1524.57,0.707,-8.26,8.26
2020-11-21,2021,serie_a,Juventus,Cagliari,2,0,1558.54,1504.32,1579.02,1483.84,0.659,20.48,-20.48
2020-11-21,2021,serie_a,Crotone,Lazio,0,2,1392.26,1501.13,1366.46,1526.94,0.43,-25.81,25.81
2020-11-21,2021,serie_a,Spezia,Atalanta,0,0,1475.82,1537.26,1475.91,1537.18,0.498,0.08,-0.08
2020-11-22,2021,serie_a,Fiorentina,Benevento,0,1,1473.47,1392.92,1445.8,1420.59,0.692,-27.68,27.68
2020-11-22,2021,serie_a,Inter,Torino,4,2,1560.6,1436.13,1576.02,1420.72,0.743,15.42,-15.42
2020-11-22,2021,serie_a,Roma,Parma,3,0,1598.74,1445.57,1614.61,1429.71,0.773,15.87,-15.87
2020-11-22,2021,serie_a,Sampdoria,Bologna,1,2,1507.92,1451.2,1481.44,1477.67,0.662,-26.48,26.48
2020-11-22,2021,serie_a,Verona,Sassuolo,0,2,1524.57,1593.36,1495.33,1622.6,0.487,-29.24,29.24
2020-11-22,2021,serie_a,Udinese,Genoa,1,0,1427.62,1422.84,1443.93,1406.52,0.592,16.31,-16.31
2020-11-22,2021,serie_a,Napoli,Milan,1,3,1595.06,1600.67,1560.4,1635.33,0.578,-34.66,34.66
2020-11-28,2021,serie_a,Atalanta,Verona,0,2,1537.18,1495.33,1498.63,1533.88,0.643,-38.55,38.55
2020-11-28,2021,serie_a,Sassuolo,Inter,0,3,1622.6,1576.02,1577.19,1621.43,0.649,-45.41,45.41
2020-11-28,2021,serie_a,Benevento,Juventus,1,1,1420.59,1579.02,1426.11,1573.5,0.362,5.52,-5.52
2020-11-29,2021,serie_a,Napoli,Roma,4,0,1560.4,1614.61,1597.27,1577.73,0.508,36.87,-36.87
2020-11-29,2021,serie_a,Cagliari,Spezia,2,2,1483.84,1475.91,1479.98,1479.77,0.597,-3.86,3.86
2020-11-29,2021,serie_a,Lazio,Udinese,1,3,1526.94,1443.93,1485.24,1485.63,0.695,-41.7,41.7
2020-11-29,2021,serie_a,Bologna,Crotone,1,0,1477.67,1366.46,1488.54,1355.58,0.728,10.87,-10.87
2020-11-29,2021,serie_a,Milan,Fiorentina,2,0,1635.33,1445.8,1646.86,1434.27,0.808,11.53,-11.53
2020-11-30,2021,serie_a,Torino,Sampdoria,2,2,1420.72,1481.44,1420.76,1481.4,0.499,0.04,-0.04
2020-11-30,2021,serie_a,Genoa,Parma,1,2,1406.52,1429.71,1384.41,1451.82,0.553,-22.11,22.11
2020-12-05,2021,serie_a,Juventus,Torino,2,1,1573.5,1420.76,1582.59,1411.67,0.773,9.08,-9.08
2020-12-05,2021,serie_a,Spezia,Lazio,1,2,1479.77,1485.24,1456.66,1508.36,0.578,-23.11,23.11
2020-12-05,2021,serie_a,Inter,Bologna,3,1,1621.43,1488.54,1636.3,1473.68,0.752,14.87,-14.87
2020-12-06,2021,serie_a,Sampdoria,Milan,1,2,1481.4,1646.86,1467.29,1660.97,0.353,-14.11,14.11
2020-12-06,2021,serie_a,Crotone,Napoli,0,4,1355.58,1597.27,1336.08,1616.77,0.26,-19.5,19.5
2020-12-06,2021,serie_a,Roma,Sassuolo,0,0,1577.73,1577.19,1574.28,1580.64,0.586,-3.45,3.45
2020-12-06,2021,serie_a,Parma,Benevento,0,0,1451.82,1426.11,1446.98,1430.95,0.621,-4.84,4.84
2020-12-06,2021,serie_a,Verona,Cagliari,1,1,1533.88,1479.98,1527.55,1486.31,0.658,-6.33,6.33
2020-12-07,2021,serie_a,Fiorentina,Genoa,1,1,1434.27,1384.41,1428.15,1390.53,0.653,-6.12,6.12
2020-12-11,2021,serie_a,Sassuolo,Benevento,1,0,1580.64,1430.95,1589.84,1421.74,0.77,9.21,-9.21
2020-12-12,2021,serie_a,Crotone,Spezia,4,1,1336.08,1456.66,1377.12,1415.61,0.414,41.04,-41.04
2020-12-12,2021,serie_a,Torino,Udinese,2,3,1411.67,1485.63,1392.48,1504.82,0.48,-19.2,19.2
2020-12-12,2021,serie_a,Lazio,Verona,1,2,1508.36,1527.55,1486.02,1549.89,0.558,-22.34,22.34
2020-12-13,2021,serie_a,Milan,Parma,2,2,1660.97,1446.98,1647.81,1460.13,0.829,-13.15,13.15
2020-12-13,2021,serie_a,Napoli,Sampdoria,2,1,1616.77,1467.29,1625.99,1458.07,0.77,9.22,-9.22
2020-12-13,2021,serie_a,Genoa,Juventus,1,3,1390.53,1582.59,1371.42,1601.7,0.319,-19.12,19.12
2020-12-13,2021,serie_a,Atalanta,Fiorentina,3,0,1498.63,1428.15,1521.07,1405.71,0.679,22.44,-22.44
2020-12-13,2021,serie_a,Cagliari,Inter,1,3,1486.31,1636.3,1463.91,1658.7,0.373,-22.4,22.4
2020-12-13,2021,serie_a,Bologna,Roma,1,5,1473.68,1574.28,1440.54,1607.42,0.442,-33.14,33.14
2020-12-15,2021,serie_a,Udinese,Crotone,0,0,1504.82,1377.12,1494.96,1386.99,0.747,-9.86,9.86
2020-12-15,2021,serie_a,Benevento,Lazio,1,1,1421.74,1486.02,1421.99,1485.77,0.494,0.25,-0.25
2020-12-16,2021,serie_a,Juventus,Atalanta,1,1,1601.7,1521.07,1594.02,1528.75,0.692,-7.68,7.68
2020-12-16,2021,serie_a,Fiorentina,Sassuolo,1,1,1405.71,1589.84,1412.57,1582.99,0.329,6.86,-6.86
2020-12-16,2021,serie_a,Genoa,Milan,2,2,1371.42,1647.81,1382.48,1636.75,0.223,11.06,-11.06
2020-12-16,2021,serie_a,Inter,Napoli,1,0,1658.7,1625.99,1673.48,1611.2,0.63,14.79,-14.79
2020-12-16,2021,serie_a,Parma,Cagliari,0,0,1460.13,1463.91,1456.92,1467.12,0.58,-3.21,3.21
2020-12-16,2021,serie_a,Spezia,Bologna,2,2,1415.61,1440.54,1413.6,1442.55,0.55,-2.01,2.01
2020-12-16,2021,serie_a,Verona,Sampdoria,1,2,1549.89,1458.07,1521.66,1486.29,0.706,-28.22,28.22
2020-12-17,2021,serie_a,Roma,Torino,3,1,1607.42,1392.48,1617.64,1382.25,0.83,10.22,-10.22
2020-12-19,2021,serie_a,Parma,Juventus,0,4,1456.92,1594.02,1427.61,1623.33,0.391,-29.31,29.31
2020-12-19,2021,serie_a,Fiorentina,Verona,1,1,1412.57,1521.66,1415.37,1518.86,0.43,2.81,-2.81
2020-12-19,2021,serie_a,Sampdoria,Crotone,3,1,1486.29,1386.99,1503.43,1369.85,0.714,17.13,-17.13
2020-12-20,2021,serie_a,Torino,Bologna,1,1,1382.25,1442.55,1382.27,1442.53,0.5,0.02,-0.02
2020-12-20,2021,serie_a,Benevento,Genoa,2,0,1421.99,1382.48,1443.62,1360.84,0.639,21.64,-21.64
2020-12-20,2021,serie_a,Cagliari,Udinese,1,1,1467.12,1494.96,1465.27,1496.81,0.546,-1.85,1.85
2020-12-20,2021,serie_a,Inter,Spezia,2,1,1673.48,1413.6,1678.96,1408.13,0.863,5.48,-5.48
2020-12-20,2021,serie_a,Sassuolo,Milan,1,2,1582.99,1636.75,1562.63,1657.11,0.509,-20.36,20.36
2020-12-20,2021,serie_a,Atalanta,Roma,4,1,1528.75,1617.64,1566.66,1579.74,0.459,37.9,-37.9
2020-12-20,2021,serie_a,Lazio,Napoli,2,0,1485.77,1611.2,1521.36,1575.62,0.407,35.58,-35.58
2020-12-22,2021,serie_a,Juventus,Fiorentina,0,3,1623.33,1415.37,1565.67,1473.04,0.824,-57.67,57.67
2020-12-22,2021,serie_a,Crotone,Parma,2,1,1369.85,1427.61,1389.73,1407.74,0.503,19.87,-19.87
2020-12-23,2021,serie_a,Spezia,Genoa,1,2,1408.13,1360.84,1382.14,1386.83,0.65,-25.99,25.99
2020-12-23,2021,serie_a,Sampdoria,Sassuolo,2,3,1503.43,1562.63,1483.38,1582.68,0.501,-20.05,20.05
2020-12-23,2021,serie_a,Roma,Cagliari,3,2,1579.74,1465.27,1590.46,1454.55,0.732,10.72,-10.72
2020-12-23,2021,serie_a,Bologna,Atalanta,2,2,1442.53,1566.66,1446.18,1563.01,0.409,3.65,-3.65
2020-12-23,2021,serie_a,Milan,Lazio,3,2,1657.11,1521.36,1666.9,1511.57,0.755,9.79,-9.79
2020-12-23,2021,serie_a,Verona,Inter,1,2,1518.86,1678.96,1504.46,1693.35,0.36,-14.39,14.39
2020-12-23,2021,serie_a,Udinese,Benevento,0,2,1496.81,1443.62,1457.36,1483.06,0.657,-39.44,39.44
2020-12-23,2021,serie_a,Napoli,Torino,1,1,1575.62,1382.27,1563.17,1394.72,0.811,-12.45,12.45
2021-01-03,2021,serie_a,Spezia,Verona,0,1,1382.14,1504.46,1365.69,1520.91,0.411,-16.45,16.45
2021-01-03,2021,serie_a,Roma,Sampdoria,1,0,1590.46,1483.38,1601.52,1472.32,0.723,11.06,-11.06
2021-01-03,2021,serie_a,Juventus,Udinese,4,1,1565.67,1457.36,1584.92,1438.11,0.725,19.26,-19.26
2021-01-03,2021,serie_a,Benevento,Milan,0,2,1483.06,1666.9,1463.32,1686.64,0.329,-19.74,19.74
2021-01-03,2021,serie_a,Parma,Torino,0,3,1407.74,1394.72,1365.49,1436.97,0.604,-42.25,42.25
2021-01-03,2021,serie_a,Fiorentina,Bologna,0,0,1473.04,1446.18,1468.14,1451.08,0.622,-4.9,4.9
2021-01-03,2021,serie_a,Cagliari,Napoli,1,4,1454.55,1563.17,1424.41,1593.3,0.43,-30.13,30.13
2021-01-03,2021,serie_a,Atalanta,Sassuolo,5,1,1563.01,1582.68,1596.17,1549.51,0.558,33.17,-33.17
2021-01-03,2021,serie_a,Inter,Crotone,6,2,1693.35,1389.73,1701.58,1381.49,0.89,8.23,-8.23
2021-01-03,2021,serie_a,Genoa,Lazio,1,1,1386.83,1511.57,1390.51,1507.88,0.408,3.68,-3.68
2021-01-06,2021,serie_a,Sampdoria,Inter,2,1,1472.32,1701.58,1501.36,1672.54,0.274,29.04,-29.04
2021-01-06,2021,serie_a,Milan,Juventus,1,3,1686.64,1584.92,1643.6,1627.96,0.717,-43.04,43.04
2021-01-06,2021,serie_a,Napoli,Spezia,1,2,1593.3,1365.69,1559.72,1399.28,0.84,-33.59,33.59
2021-01-06,2021,serie_a,Torino,Verona,1,1,1436.97,1520.91,1438.35,1519.54,0.466,1.38,-1.38
2021-01-06,2021,serie_a,Sassuolo,Genoa,2,1,1549.51,1390.51,1558.34,1381.68,0.779,8.83,-8.83
2021-01-06,2021,serie_a,Lazio,Fiorentina,2,1,1507.88,1468.14,1522.29,1453.73,0.64,14.41,-14.41
2021-01-06,2021,serie_a,Crotone,Roma,1,3,1381.49,1601.52,1364.41,1618.61,0.285,-17.08,17.08
2021-01-06,2021,serie_a,Bologna,Udinese,2,2,1451.08,1438.11,1446.94,1442.25,0.604,-4.14,4.14
2021-01-06,2021,serie_a,Atalanta,Parma,3,0,1596.17,1365.49,1607.23,1354.43,0.842,11.06,-11.06
2021-01-06,2021,serie_a,Cagliari,Benevento,1,2,1424.41,1463.32,1403.2,1484.54,0.53,-21.21,21.21
2021-01-09,2021,serie_a,Benevento,Atalanta,1,4,1484.54,1607.23,1455.79,1635.98,0.411,-28.75,28.75
2021-01-09,2021,serie_a,Genoa,Bologna,2,0,1381.68,1446.94,1412.13,1416.49,0.492,30.45,-30.45
2021-01-09,2021,serie_a,Milan,Torino,2,0,1643.6,1438.35,1654.31,1427.64,0.822,10.71,-10.71
2021-01-10,2021,serie_a,Juventus,Sassuolo,3,1,1627.96,1558.34,1647.26,1539.04,0.678,19.3,-19.3
2021-01-10,2021,serie_a,Fiorentina,Cagliari,1,0,1453.73,1403.2,1467.58,1389.36,0.654,13.84,-13.84
2021-01-10,2021,serie_a,Verona,Crotone,2,1,1519.54,1364.41,1528.53,1355.42,0.775,8.99,-8.99
2021-01-10,2021,serie_a,Parma,Lazio,0,2,1354.43,1522.29,1333.46,1543.27,0.35,-20.97,20.97
2021-01-10,2021,serie_a,Roma,Inter,2,2,1618.61,1672.54,1618.26,1672.89,0.509,-0.35,0.35
2021-01-10,2021,serie_a,Udinese,Napoli,1,2,1442.25,1559.72,1425.52,1576.44,0.418,-16.72,16.72
2021-01-11,2021,serie_a,Spezia,Sampdoria,2,1,1399.28,1501.36,1421.69,1478.95,0.44,22.41,-22.41
2021-01-15,2021,serie_a,Lazio,Roma,3,0,1543.27,1618.26,1579.78,1581.75,0.478,36.51,-36.51
2021-01-16,2021,serie_a,Bologna,Verona,1,0,1416.49,1528.53,1439.46,1505.55,0.426,22.97,-22.97
2021-01-16,2021,serie_a,Torino,Spezia,0,0,1427.64,1421.69,1423.89,1425.44,0.594,-3.75,3.75
2021-01-16,2021,serie_a,Sampdoria,Udinese,2,1,1478.95,1425.52,1492.64,1411.83,0.658,13.69,-13.69
2021-01-17,2021,serie_a,Sassuolo,Parma,1,1,1539.04,1333.46,1526.17,1346.33,0.822,-12.87,12.87
2021-01-17,2021,serie_a,Inter,Juventus,2,0,1672.89,1647.26,1695.64,1624.51,0.621,22.75,-22.75
2021-01-17,2021,serie_a,Atalanta,Genoa,0,0,1635.98,1412.13,1622.51,1425.6,0.837,-13.47,13.47
2021-01-17,2021,serie_a,Napoli,Fiorentina,6,0,1576.44,1467.58,1599.77,1444.25,0.726,23.33,-23.33
2021-01-17,2021,serie_a,Crotone,Benevento,4,1,1355.42,1455.79,1394.47,1416.74,0.442,39.05,-39.05
2021-01-18,2021,serie_a,Cagliari,Milan,0,2,1389.36,1654.31,1375.25,1668.42,0.235,-14.11,14.11
2021-01-20,2021,serie_a,Udinese,Atalanta,1,1,1411.83,1622.51,1420.0,1614.35,0.296,8.17,-8.17
2021-01-22,2021,serie_a,Benevento,Torino,2,2,1416.74,1423.89,1413.72,1426.91,0.575,-3.02,3.02
2021-01-23,2021,serie_a,Udinese,Inter,0,0,1420.0,1695.64,1431.03,1684.61,0.224,11.03,-11.03
2021-01-23,2021,serie_a,Fiorentina,Crotone,2,1,1444.25,1394.47,1458.13,1380.59,0.653,13.88,-13.88
2021-01-23,2021,serie_a,Roma,Spezia,4,3,1581.75,1425.44,1590.69,1416.5,0.776,8.94,-8.94
2021-01-23,2021,serie_a,Milan,Atalanta,0,3,1668.42,1614.35,1622.32,1660.44,0.659,-46.1,46.1
2021-01-24,2021,serie_a,Verona,Napoli,3,1,1505.55,1599.77,1538.5,1566.82,0.451,32.94,-32.94
2021-01-24,2021,serie_a,Lazio,Sassuolo,2,1,1579.78,1526.17,1593.46,1512.49,0.658,13.68,-13.68
2021-01-24,2021,serie_a,Juventus,Bologna,2,0,1624.51,1439.46,1636.28,1427.69,0.804,11.77,-11.77
2021-01-24,2021,serie_a,Genoa,Cagliari,1,0,1425.6,1375.25,1439.46,1361.4,0.654,13.85,-13.85
2021-01-24,2021,serie_a,Parma,Sampdoria,0,2,1346.33,1492.64,1323.63,1515.34,0.378,-22.7,22.7
2021-01-29,2021,serie_a,Torino,Fiorentina,1,1,1426.91,1458.13,1425.25,1459.78,0.541,-1.65,1.65
2021-01-30,2021,serie_a,Bologna,Milan,1,2,1427.69,1622.32,1415.08,1634.94,0.315,-12.62,12.62
2021-01-30,2021,serie_a,Sampdoria,Juventus,0,2,1515.34,1636.28,1490.55,1661.07,0.413,-24.79,24.79
2021-01-30,2021,serie_a,Inter,Benevento,4,0,1684.61,1413.72,1694.33,1404.0,0.87,9.72,-9.72
2021-01-31,2021,serie_a,Spezia,Udinese,0,1,1416.5,1431.03,1393.89,1453.63,0.565,-22.6,22.6
2021-01-31,2021,serie_a,Atalanta,Lazio,1,3,1660.44,1593.46,1619.94,1633.96,0.675,-40.5,40.5
2021-01-31,2021,serie_a,Cagliari,Sassuolo,1,1,1361.4,1512.49,1366.53,1507.36,0.372,5.13,-5.13
2021-01-31,2021,serie_a,Crotone,Genoa,0,3,1380.59,1439.46,1345.47,1474.57,0.502,-35.11,35.11
2021-01-31,2021,serie_a,Napoli,Parma,2,0,1566.82,1323.63,1575.74,1314.72,0.851,8.92,-8.92
2021-01-31,2021,serie_a,Roma,Verona,3,1,1590.69,1538.5,1611.33,1517.86,0.656,20.64,-20.64
2021-02-05,2021,serie_a,Fiorentina,Inter,0,2,1459.78,1694.33,1443.7,1710.41,0.268,-16.08,16.08
2021-02-06,2021,serie_a,Genoa,Napoli,2,1,1474.57,1575.74,1496.93,1553.38,0.441,22.36,-22.36
2021-02-06,2021,serie_a,Juventus,Roma,2,0,1661.07,1611.33,1681.89,1590.5,0.653,20.83,-20.83
2021-02-06,2021,serie_a,Atalanta,Torino,3,3,1619.94,1425.25,1607.44,1437.75,0.812,-12.5,12.5
2021-02-06,2021,serie_a,Sassuolo,Spezia,1,2,1507.36,1393.89,1478.13,1423.13,0.731,-29.23,29.23
2021-02-07,2021,serie_a,Benevento,Sampdoria,1,1,1404.0,1490.55,1405.53,1489.02,0.462,1.53,-1.53
2021-02-07,2021,serie_a,Milan,Crotone,4,0,1634.94,1345.47,1643.78,1336.62,0.882,8.85,-8.85
2021-02-07,2021,serie_a,Udinese,Verona,2,0,1453.63,1517.86,1484.0,1487.5,0.494,30.37,-30.37
2021-02-07,2021,serie_a,Parma,Bologna,0,3,1314.72,1415.08,1283.76,1446.03,0.442,-30.95,30.95
2021-02-07,2021,serie_a,Lazio,Cagliari,1,0,1633.96,1366.53,1639.24,1361.25,0.868,5.27,-5.27
2021-02-12,2021,serie_a,Bologna,Benevento,1,1,1446.03,1405.53,1440.4,1411.15,0.641,-5.63,5.63
2021-02-13,2021,serie_a,Spezia,Milan,2,0,1423.13,1643.78,1466.09,1600.82,0.284,42.96,-42.96
2021-02-13,2021,serie_a,Napoli,Juventus,1,0,1553.38,1681.89,1577.28,1658.0,0.403,23.89,-23.89
2021-02-13,2021,serie_a,Torino,Genoa,0,0,1437.75,1496.93,1437.7,1496.98,0.501,-0.05,0.05
2021-02-14,2021,serie_a,Roma,Udinese,3,0,1590.5,1484.0,1609.9,1464.6,0.723,19.4,-19.4
2021-02-14,2021,serie_a,Cagliari,Atalanta,0,1,1361.25,1607.44,1351.05,1617.64,0.255,-10.2,10.2
2021-02-14,2021,serie_a,Sampdoria,Fiorentina,2,1,1489.02,1443.7,1503.14,1429.59,0.647,14.12,-14.12
2021-02-14,2021,serie_a,Crotone,Sassuolo,1,2,1336.62,1478.13,1321.23,1493.52,0.385,-15.39,15.39
2021-02-14,2021,serie_a,Inter,Lazio,3,1,1710.41,1639.24,1729.59,1620.05,0.68,19.18,-19.18
2021-02-15,2021,serie_a,Verona,Parma,2,1,1487.5,1283.76,1494.69,1276.57,0.82,7.19,-7.19
2021-02-19,2021,serie_a,Fiorentina,Spezia,3,0,1429.59,1466.09,1462.22,1433.45,0.534,32.64,-32.64
2021-02-19,2021,serie_a,Cagliari,Torino,0,1,1351.05,1437.7,1332.58,1456.17,0.462,-18.47,18.47
2021-02-20,2021,serie_a,Sassuolo,Bologna,1,1,1493.52,1440.4,1487.23,1446.69,0.657,-6.29,6.29
2021-02-20,2021,serie_a,Genoa,Verona,2,2,1496.98,1494.69,1493.43,1498.23,0.589,-3.55,3.55
