player,team,goals,assists,contributions,contribution_pct,goals_pct,assists_pct,games,season
Dani Olmo,RasenBallsport Leipzig,2,5,7,10.9,3.1,7.8,23,2223
Giovanni Reyna,Borussia Dortmund,7,2,9,10.8,8.4,2.4,22,2223
Nico Schlotterbeck,Borussia Dortmund,4,5,9,10.8,4.8,6.0,28,2223
Jonas Wind,Wolfsburg,6,0,6,10.5,10.5,0.0,24,2223
Omar Marmoush,Wolfsburg,5,1,6,10.5,8.8,1.8,33,2223
Exequiel Palacios,Bayer Leverkusen,4,2,6,10.5,7.0,3.5,25,2223
Jakub Kaminski,Wolfsburg,4,2,6,10.5,7.0,3.5,31,2223
Robert Skov,Hoffenheim,3,2,5,10.4,6.2,4.2,23,2223
Denis Huseinbasic,FC Cologne,4,1,5,10.2,8.2,2.0,24,2223
Erhan Masovic,Bochum,4,0,4,10.0,10.0,0.0,29,2223
Anthony Losilla,Bochum,2,2,4,10.0,5.0,5.0,31,2223
Matthias Ginter,Freiburg,4,1,5,9.8,7.8,2.0,34,2223
Leonardo Bittencourt,Werder Bremen,3,2,5,9.8,5.9,3.9,25,2223
Robin Knoche,Union Berlin,2,3,5,9.8,3.9,5.9,32,2223
Christian Günter,Freiburg,1,4,5,9.8,2.0,7.8,33,2223
Anton Stach,Mainz 05,1,4,5,9.3,1.9,7.4,30,2223
Tanguy Coulibaly,VfB Stuttgart,4,0,4,8.9,8.9,0.0,14,2223
Joshua Vagnoman,VfB Stuttgart,2,2,4,8.9,4.4,4.4,23,2223
Naouirou Ahamada,VfB Stuttgart,2,2,4,8.9,4.4,4.4,17,2223
Nadiem Amiri,Bayer Leverkusen,4,1,5,8.8,7.0,1.8,25,2223
Sardar Azmoun,Bayer Leverkusen,4,1,5,8.8,7.0,1.8,23,2223
Mitchel Bakker,Bayer Leverkusen,3,2,5,8.8,5.3,3.5,28,2223
Paulo Otávio,Wolfsburg,0,5,5,8.8,0.0,8.8,25,2223
Sebastian Rode,Eintracht Frankfurt,4,1,5,8.6,6.9,1.7,27,2223
Aurélio Buta,Eintracht Frankfurt,3,2,5,8.6,5.2,3.4,18,2223
Kenan Karaman,Schalke 04,1,2,3,8.6,2.9,5.7,21,2223
Michael Frey,Schalke 04,0,3,3,8.6,0.0,8.6,15,2223
Tobias Mohr,Schalke 04,0,3,3,8.6,0.0,8.6,18,2223
Georginio Rutter,Hoffenheim,2,2,4,8.3,4.2,4.2,15,2223
Ozan Kabak,Hoffenheim,2,2,4,8.3,4.2,4.2,30,2223
Dennis Geiger,Hoffenheim,1,3,4,8.3,2.1,6.2,27,2223
Jan Thielmann,FC Cologne,2,2,4,8.2,4.1,4.1,23,2223
Sargis Adamyan,FC Cologne,1,3,4,8.2,2.0,6.1,24,2223
Sven Michel,Union Berlin,3,1,4,7.8,5.9,2.0,21,2223
Roland Sallai,Freiburg,1,3,4,7.8,2.0,5.9,19,2223
Paul Seguin,Union Berlin,1,3,4,7.8,2.0,5.9,20,2223
Romano Schmid,Werder Bremen,1,3,4,7.8,2.0,5.9,27,2223
Luca Netz,Borussia M.Gladbach,1,3,4,7.7,1.9,5.8,20,2223
Silvan Widmer,Mainz 05,2,2,4,7.4,3.7,3.7,26,2223
Fredrik Jensen,Augsburg,2,1,3,7.1,4.8,2.4,20,2223
Robert Gumny,Augsburg,1,2,3,7.1,2.4,4.8,29,2223
Chidera Ejuke,Hertha Berlin,0,3,3,7.1,0.0,7.1,20,2223
Arne Engels,Augsburg,0,3,3,7.1,0.0,7.1,18,2223
Gian-Luca Waldschmidt,Wolfsburg,4,0,4,7.0,7.0,0.0,18,2223
Lukas Nmecha,Wolfsburg,4,0,4,7.0,7.0,0.0,16,2223
Patrik Schick,Bayer Leverkusen,3,1,4,7.0,5.3,1.8,14,2223
Robert Andrich,Bayer Leverkusen,2,2,4,7.0,3.5,3.5,29,2223
Kevin Paredes,Wolfsburg,1,3,4,7.0,1.8,5.3,22,2223
Djibril Sow,Eintracht Frankfurt,4,0,4,6.9,6.9,0.0,32,2223
Mario Götze,Eintracht Frankfurt,3,1,4,6.9,5.2,1.7,32,2223
Eric Junior Dina Ebimbe,Eintracht Frankfurt,3,1,4,6.9,5.2,1.7,19,2223
Santos Borré,Eintracht Frankfurt,2,2,4,6.9,3.4,3.4,32,2223
Konstantinos Mavropanos,VfB Stuttgart,2,1,3,6.7,4.4,2.2,28,2223
Waldemar Anton,VfB Stuttgart,1,2,3,6.7,2.2,4.4,34,2223
Sasa Kalajdzic,VfB Stuttgart,0,3,3,6.7,0.0,6.7,3,2223
Willi Orban,RasenBallsport Leipzig,4,0,4,6.2,6.2,0.0,33,2223
Kevin Kampl,RasenBallsport Leipzig,2,2,4,6.2,3.1,3.1,30,2223
Benjamin Henrichs,RasenBallsport Leipzig,2,2,4,6.2,3.1,3.1,30,2223
Timo Hübers,FC Cologne,3,0,3,6.1,6.1,0.0,29,2223
Niklas Süle,Borussia Dortmund,2,3,5,6.0,2.4,3.6,29,2223
Niklas Schmidt,Werder Bremen,3,0,3,5.9,5.9,0.0,24,2223
Lukas Kübler,Freiburg,2,1,3,5.9,3.9,2.0,22,2223
Amos Pieper,Werder Bremen,2,1,3,5.9,3.9,2.0,29,2223
Josip Juranovic,Union Berlin,2,1,3,5.9,3.9,2.0,12,2223
Maximilian Eggestein,Freiburg,1,2,3,5.9,2.0,3.9,31,2223
Nico Elvedi,Borussia M.Gladbach,3,0,3,5.8,5.8,0.0,32,2223
Marcin Kaminski,Schalke 04,2,0,2,5.7,5.7,0.0,8,2223
Tom Krauß,Schalke 04,2,0,2,5.7,5.7,0.0,32,2223
Dominik Kohr,Mainz 05,3,0,3,5.6,5.6,0.0,30,2223
Anthony Caci,Mainz 05,2,1,3,5.6,3.7,1.9,31,2223
Jonathan Burkardt,Mainz 05,1,2,3,5.6,1.9,3.7,11,2223
Andreas Hanche-Olsen,Mainz 05,1,2,3,5.6,1.9,3.7,17,2223
Edimilson Fernandes,Mainz 05,0,3,3,5.6,0.0,5.6,32,2223
Mathys Tel,Bayern Munich,5,0,5,5.4,5.4,0.0,22,2223
Benjamin Pavard,Bayern Munich,4,1,5,5.4,4.3,1.1,30,2223
Leon Goretzka,Bayern Munich,3,2,5,5.4,3.3,2.2,27,2223
João Cancelo,Bayern Munich,1,4,5,5.4,1.1,4.3,15,2223
Alphonso Davies,Bayern Munich,1,4,5,5.4,1.1,4.3,26,2223
Noussair Mazraoui,Bayern Munich,1,4,5,5.4,1.1,4.3,19,2223
Tuta,Eintracht Frankfurt,2,1,3,5.2,3.4,1.7,31,2223
Moritz Broschinski,Bochum,2,0,2,5.0,5.0,0.0,11,2223
Gerrit Holtmann,Bochum,1,1,2,5.0,2.5,2.5,23,2223
Konstantinos Stafylidis,Bochum,0,2,2,5.0,0.0,5.0,19,2223
Jamie Bynoe-Gittens,Borussia Dortmund,3,1,4,4.8,3.6,1.2,15,2223
André Hahn,Augsburg,2,0,2,4.8,4.8,0.0,7,2223
Wilfried Kanga,Hertha Berlin,2,0,2,4.8,4.8,0.0,23,2223
Kelvin Yeboah,Augsburg,1,1,2,4.8,2.4,2.4,13,2223
Marvin Plattenhardt,Hertha Berlin,0,2,2,4.8,0.0,4.8,31,2223
Iago,Augsburg,0,2,2,4.8,0.0,4.8,22,2223
Konrad Laimer,RasenBallsport Leipzig,3,0,3,4.7,4.7,0.0,21,2223
Yussuf Poulsen,RasenBallsport Leipzig,2,1,3,4.7,3.1,1.6,19,2223
Amadou Haidara,RasenBallsport Leipzig,2,1,3,4.7,3.1,1.6,31,2223
David Raum,RasenBallsport Leipzig,1,2,3,4.7,1.6,3.1,28,2223
Hiroki Ito,VfB Stuttgart,1,1,2,4.4,2.2,2.2,30,2223
Matthijs de Ligt,Bayern Munich,3,1,4,4.3,3.3,1.1,31,2223
Pavel Kaderábek,Hoffenheim,1,1,2,4.2,2.1,2.1,26,2223
Grischa Prömel,Hoffenheim,1,1,2,4.2,2.1,2.1,18,2223
Angelo Stiller,Hoffenheim,1,1,2,4.2,2.1,2.1,20,2223
Eric Martel,FC Cologne,1,1,2,4.1,2.0,2.0,29,2223
Jonas Hector,FC Cologne,0,2,2,4.1,0.0,4.1,32,2223
Julian Chabot,FC Cologne,0,2,2,4.1,0.0,4.1,21,2223
Aissa Laidouni,Union Berlin,2,0,2,3.9,3.9,0.0,14,2223
Rani Khedira,Union Berlin,2,0,2,3.9,3.9,0.0,33,2223
Oliver Burke,Werder Bremen,2,0,2,3.9,3.9,0.0,15,2223
Daniel-Kofi Kyereh,Freiburg,2,0,2,3.9,3.9,0.0,12,2223
Milos Veljkovic,Werder Bremen,1,1,2,3.9,2.0,2.0,29,2223
Woo-Yeong Jeong,Freiburg,1,1,2,3.9,2.0,2.0,26,2223
Christian Groß,Werder Bremen,1,1,2,3.9,2.0,2.0,26,2223
Morten Thorsby,Union Berlin,1,1,2,3.9,2.0,2.0,24,2223
Jamie Leweling,Union Berlin,1,1,2,3.9,2.0,2.0,16,2223
Niko Gießelmann,Union Berlin,0,2,2,3.9,0.0,3.9,26,2223
Yannik Keitel,Freiburg,0,2,2,3.9,0.0,3.9,22,2223
Kiliann Sildillia,Freiburg,0,2,2,3.9,0.0,3.9,27,2223
Kouadio Kone,Borussia M.Gladbach,1,1,2,3.8,1.9,1.9,30,2223
Hannes Wolf,Borussia M.Gladbach,1,1,2,3.8,1.9,1.9,18,2223
Ko Itakura,Borussia M.Gladbach,0,2,2,3.8,0.0,3.8,24,2223
Nelson Weiper,Mainz 05,2,0,2,3.7,3.7,0.0,9,2223
Danny da Costa,Mainz 05,0,2,2,3.7,0.0,3.7,23,2223
Anthony Modeste,Borussia Dortmund,2,1,3,3.6,2.4,1.2,19,2223
Emre Can,Borussia Dortmund,2,1,3,3.6,2.4,1.2,27,2223
Piero Hincapié,Bayer Leverkusen,1,1,2,3.5,1.8,1.8,30,2223
Micky van de Ven,Wolfsburg,1,1,2,3.5,1.8,1.8,33,2223
Daley Sinkgraven,Bayer Leverkusen,0,2,2,3.5,0.0,3.5,12,2223
Ansgar Knauff,Eintracht Frankfurt,1,1,2,3.4,1.7,1.7,24,2223
Christopher Lenz,Eintracht Frankfurt,0,2,2,3.4,0.0,3.4,24,2223
Marcel Halstenberg,RasenBallsport Leipzig,1,1,2,3.1,1.6,1.6,31,2223
Mohamed Simakan,RasenBallsport Leipzig,1,1,2,3.1,1.6,1.6,24,2223
Xaver Schlager,RasenBallsport Leipzig,1,1,2,3.1,1.6,1.6,22,2223
Florent Mollet,Schalke 04,1,0,1,2.9,2.9,0.0,9,2223
Sepp van den Berg,Schalke 04,1,0,1,2.9,2.9,0.0,9,2223
Soichiro Kozuki,Schalke 04,1,0,1,2.9,2.9,0.0,5,2223
Danny Latza,Schalke 04,0,1,1,2.9,0.0,2.9,20,2223
Thomas Ouwejan,Schalke 04,0,1,1,2.9,0.0,2.9,17,2223
Pierre Kunde,Bochum,1,0,1,2.5,2.5,0.0,12,2223
Daniel Caligiuri,Augsburg,1,0,1,2.4,2.4,0.0,13,2223
Marius Wolf,Borussia Dortmund,1,1,2,2.4,1.2,1.2,25,2223
Marc-Oliver Kempf,Hertha Berlin,1,0,1,2.4,2.4,0.0,31,2223
Irvin Cardona,Augsburg,1,0,1,2.4,2.4,0.0,10,2223
Márton Dárdai,Hertha Berlin,1,0,1,2.4,2.4,0.0,17,2223
Derry Scherhant,Hertha Berlin,1,0,1,2.4,2.4,0.0,10,2223
David Colina,Augsburg,1,0,1,2.4,2.4,0.0,7,2223
Ibrahim Maza,Hertha Berlin,1,0,1,2.4,2.4,0.0,2,2223
Tolga Cigerci,Hertha Berlin,0,1,1,2.4,0.0,2.4,11,2223
Jonjoe Kenny,Hertha Berlin,0,1,1,2.4,0.0,2.4,29,2223
Jeffrey Gouweleeuw,Augsburg,0,1,1,2.4,0.0,2.4,32,2223
Felix Uduokhai,Augsburg,0,1,1,2.4,0.0,2.4,19,2223
Agustín Rogel,Hertha Berlin,0,1,1,2.4,0.0,2.4,20,2223
Maximilian Bauer,Augsburg,0,1,1,2.4,0.0,2.4,27,2223
Frederik Winther,Augsburg,0,1,1,2.4,0.0,2.4,1,2223
Gil Dias,VfB Stuttgart,1,0,1,2.2,2.2,0.0,7,2223
Marcel Sabitzer,Bayern Munich,1,1,2,2.2,1.1,1.1,15,2223
Juan Perea,VfB Stuttgart,1,0,1,2.2,2.2,0.0,16,2223
Pascal Stenzel,VfB Stuttgart,0,1,1,2.2,0.0,2.2,12,2223
Enzo Millot,VfB Stuttgart,0,1,1,2.2,0.0,2.2,23,2223
Atakan Karazor,VfB Stuttgart,0,1,1,2.2,0.0,2.2,29,2223
Jacob Bruun Larsen,Hoffenheim,1,0,1,2.1,2.1,0.0,12,2223
Stanley N'Soki,Hoffenheim,1,0,1,2.1,2.1,0.0,19,2223
Kasper Dolberg,Hoffenheim,1,0,1,2.1,2.1,0.0,13,2223
Sebastian Rudy,Hoffenheim,0,1,1,2.1,0.0,2.1,22,2223
Milos Pantovic,Union Berlin,1,0,1,2.0,2.0,0.0,13,2223
Philipp Lienhart,Freiburg,1,0,1,2.0,2.0,0.0,29,2223
Nils Petersen,Freiburg,1,0,1,2.0,2.0,0.0,27,2223
Benno Schmitz,FC Cologne,1,0,1,2.0,2.0,0.0,31,2223
Manuel Gulde,Freiburg,1,0,1,2.0,2.0,0.0,15,2223
Paul Jäckel,Union Berlin,1,0,1,2.0,2.0,0.0,16,2223
Luca Kilian,FC Cologne,1,0,1,2.0,2.0,0.0,16,2223
Kevin Schade,Freiburg,1,0,1,2.0,2.0,0.0,8,2223
Lee Buchanan,Werder Bremen,1,0,1,2.0,2.0,0.0,21,2223
Florian Dietz,FC Cologne,1,0,1,2.0,2.0,0.0,11,2223
Timo Baumgartl,Union Berlin,0,1,1,2.0,0.0,2.0,8,2223
Levin Öztunali,Union Berlin,0,1,1,2.0,0.0,2.0,2,2223
Nicolas Höfler,Freiburg,0,1,1,2.0,0.0,2.0,32,2223
Kingsley Schindler,FC Cologne,0,1,1,2.0,0.0,2.0,29,2223
Noah Weißhaupt,Freiburg,0,1,1,2.0,0.0,2.0,18,2223
Diogo Leite,Union Berlin,0,1,1,2.0,0.0,2.0,28,2223
Merlin Röhl,Freiburg,0,1,1,2.0,0.0,2.0,3,2223
Marvin Friedrich,Borussia M.Gladbach,1,0,1,1.9,1.9,0.0,23,2223
Julian Weigl,Borussia M.Gladbach,1,0,1,1.9,1.9,0.0,23,2223
Patrick Herrmann,Borussia M.Gladbach,1,0,1,1.9,1.9,0.0,21,2223
Florian Neuhaus,Borussia M.Gladbach,1,0,1,1.9,1.9,0.0,23,2223
Nathan N'Goumou Minpol,Borussia M.Gladbach,1,0,1,1.9,1.9,0.0,20,2223
Aymen Barkok,Mainz 05,0,1,1,1.9,0.0,1.9,23,2223
Angelo Fulgini,Mainz 05,0,1,1,1.9,0.0,1.9,16,2223
Delano Burgzorg,Mainz 05,0,1,1,1.9,0.0,1.9,13,2223
Josuha Guilavogui,Wolfsburg,1,0,1,1.8,1.8,0.0,23,2223
Jonathan Tah,Bayer Leverkusen,1,0,1,1.8,1.8,0.0,33,2223
Charles Aránguiz,Bayer Leverkusen,1,0,1,1.8,1.8,0.0,10,2223
Paulinho,Bayer Leverkusen,1,0,1,1.8,1.8,0.0,4,2223
Sebastiaan Bornauw,Wolfsburg,1,0,1,1.8,1.8,0.0,26,2223
Edmond Tapsoba,Bayer Leverkusen,1,0,1,1.8,1.8,0.0,33,2223
Maxence Lacroix,Wolfsburg,1,0,1,1.8,1.8,0.0,24,2223
Koen Casteels,Wolfsburg,0,1,1,1.8,0.0,1.8,34,2223
Josip Brekalo,Wolfsburg,0,1,1,1.8,0.0,1.8,6,2223
Callum Hudson-Odoi,Bayer Leverkusen,0,1,1,1.8,0.0,1.8,14,2223
Odilon Kossounou,Bayer Leverkusen,0,1,1,1.8,0.0,1.8,24,2223
Bartol Franjic,Wolfsburg,0,1,1,1.8,0.0,1.8,5,2223
Lucas Alario,Eintracht Frankfurt,1,0,1,1.7,1.7,0.0,20,2223
Evan Ndicka,Eintracht Frankfurt,1,0,1,1.7,1.7,0.0,30,2223
Kristijan Jakic,Eintracht Frankfurt,1,0,1,1.7,1.7,0.0,24,2223
Philipp Max,Eintracht Frankfurt,0,1,1,1.7,0.0,1.7,10,2223
Almamy Touré,Eintracht Frankfurt,0,1,1,1.7,0.0,1.7,7,2223
Faride Alidou,Eintracht Frankfurt,0,1,1,1.7,0.0,1.7,15,2223
Hugo Novoa Ramos,RasenBallsport Leipzig,1,0,1,1.6,1.6,0.0,7,2223
Josko Gvardiol,RasenBallsport Leipzig,1,0,1,1.6,1.6,0.0,30,2223
Ørjan Nyland,RasenBallsport Leipzig,0,1,1,1.6,0.0,1.6,2,2223
Mats Hummels,Borussia Dortmund,1,0,1,1.2,1.2,0.0,30,2223
Salih Özcan,Borussia Dortmund,0,1,1,1.2,0.0,1.2,26,2223
Dayotchanculle Upamecano,Bayern Munich,0,1,1,1.1,0.0,1.1,29,2223
Gabriel Vidovic,Bayern Munich,0,1,1,1.1,0.0,1.1,1,2223
John Brooks,Hoffenheim,0,0,0,0.0,0.0,0.0,15,2223
Vladimir Darida,Hertha Berlin,0,0,0,0.0,0.0,0.0,3,2223
Stefan Bell,Mainz 05,0,0,0,0.0,0.0,0.0,30,2223
Julian Baumgartlinger,Augsburg,0,0,0,0.0,0.0,0.0,16,2223
Alexander Hack,Mainz 05,0,0,0,0.0,0.0,0.0,19,2223
Filip Kostic,Eintracht Frankfurt,0,0,0,0.0,0.0,0.0,1,2223
Carlos Gruezo,Augsburg,0,0,0,0.0,0.0,0.0,13,2223
Oliver Baumann,Hoffenheim,0,0,0,0.0,0.0,0.0,34,2223
Jonathan Schmid,Freiburg,0,0,0,0.0,0.0,0.0,3,2223
Ermin Bicakcic,Hoffenheim,0,0,0,0.0,0.0,0.0,9,2223
Mark Uth,FC Cologne,0,0,0,0.0,0.0,0.0,3,2223
Michael Zetterer,Werder Bremen,0,0,0,0.0,0.0,0.0,2,2223
Dominique Heintz,Bochum,0,0,0,0.0,0.0,0.0,11,2223
Kevin Vogt,Hoffenheim,0,0,0,0.0,0.0,0.0,22,2223
Max Kruse,Wolfsburg,0,0,0,0.0,0.0,0.0,5,2223
Karim Bellarabi,Bayer Leverkusen,0,0,0,0.0,0.0,0.0,8,2223
Christoph Kramer,Borussia M.Gladbach,0,0,0,0.0,0.0,0.0,28,2223
Tony Jantschke,Borussia M.Gladbach,0,0,0,0.0,0.0,0.0,8,2223
Mahmoud Dahoud,Borussia Dortmund,0,0,0,0.0,0.0,0.0,9,2223
Thorgan Hazard,Borussia Dortmund,0,0,0,0.0,0.0,0.0,14,2223
Tobias Sippel,Borussia M.Gladbach,0,0,0,0.0,0.0,0.0,6,2223
Manuel Neuer,Bayern Munich,0,0,0,0.0,0.0,0.0,12,2223
Sven Ulreich,Bayern Munich,0,0,0,0.0,0.0,0.0,3,2223
Danilo Soares,Bochum,0,0,0,0.0,0.0,0.0,23,2223
Lukas Hradecky,Bayer Leverkusen,0,0,0,0.0,0.0,0.0,33,2223
Makoto Hasebe,Eintracht Frankfurt,0,0,0,0.0,0.0,0.0,18,2223
Ralf Fährmann,Schalke 04,0,0,0,0.0,0.0,0.0,12,2223
Timothy Chandler,Eintracht Frankfurt,0,0,0,0.0,0.0,0.0,6,2223
Niklas Stark,Werder Bremen,0,0,0,0.0,0.0,0.0,27,2223
Maximilian Mittelstädt,Hertha Berlin,0,0,0,0.0,0.0,0.0,17,2223
